PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
247,2023-05-30,21:13:56.60,4,7,"Draves, Nathan",1000164402,Right,ROC_VIB,"Elfante, Kevin",1000248804,Right,MIS_PAD,Undefined,6,Bottom,1,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.47436,-1.210822,-1.196125,2128.016939,194.018179,12:30,6.18374,1.14427,6.58256,-18.65572,15.99769,3.72764,3.51908,0.3586,81.10651,-4.777771,-0.518323,0.423686,,,,,,,,,,,,-2.27437,9.0589,-1.06371,50,6.09262,2.54253,-128.64487,-3.20564,-3.8197,26.14203,-16.95992,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,2e1397e0-ff61-11ed-b453-ebf3d8e2a684,88.96312,,,7.36785,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:13:56.60,2023-05-30T21:13:56.6060000-06:00,2023-05-31T03:13:56.6060000Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,8a6f94d1-0c5c-4bad-89e1-35603b61147a,53.91398,-129.43779,13.07101,6.18205,-2.69123,-8.47996,-1.14259,2.65839,-1.90985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44603,2.487391,1.202381,1.28501,-1.17452,3.29785,-0.33592,-2.84129,5.8455,-0.25819,76.55083,8.11729,-48.22316,-2.76517,65.51017,-2.92678,5.94104,20.01189,-14.22613,-0.36217,-41.61773,3.37558,High,High,High,,,High,High,High
248,2023-05-30,21:14:18.74,5,1,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,6,Bottom,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.89138,0.251365,-0.723326,2234.290977,71.212982,8:15,6.13454,1.26317,5.7192,-48.01014,-1.47823,-8.77363,2.36786,-0.14177,71.3995,-8.547136,-2.295685,0.490961,,,,,,,,,,,,4.24626,-0.36098,-1.19728,50,6.12602,1.7599,-113.11883,-1.05554,5.46821,21.81634,-32.6389,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,3b539f40-ff61-11ed-b453-ebf3d8e2a684,76.77281,,,6.49188,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:14:18.74,2023-05-30T21:14:18.7487788-06:00,2023-05-31T03:14:18.7487788Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,04e61acb-f4cf-41fa-9a79-083cf4beb88e,54.77905,-114.0368,10.90817,6.14154,0.31781,-16.31945,-1.26649,1.52982,2.7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
249,2023-05-30,21:14:30.12,5,2,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,6,Bottom,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.56506,-0.361815,-1.551738,2416.228994,102.930115,9:30,6.20549,1.28241,5.64991,-43.65597,3.82075,-9.38288,2.2299,-0.94713,70.53885,-8.391421,-3.229475,0.49592,,,,,,,,,,,,4.24988,2.56756,-1.14489,50,6.14745,3.40697,-112.46838,-2.10068,5.3655,23.12404,-28.93248,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,421f1fc0-ff61-11ed-b453-ebf3d8e2a684,76.00506,,,7.02621,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:14:30.12,2023-05-30T21:14:30.1205036-06:00,2023-05-31T03:14:30.1205036Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,22a23711-06b7-426b-856c-627239d1bc15,54.8458,-113.46033,11.56202,6.21094,-0.85958,-14.46624,-1.2861,3.1768,2.68275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2023-05-30,21:14:43.31,5,3,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,6,Bottom,2,0,2,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,77.60554,-2.829758,-1.740586,2402.544907,93.225104,9:00,6.12279,1.23034,5.62598,-45.40707,2.34701,-11.10611,-0.30496,-1.31982,70.83819,-11.095416,-3.729524,0.497367,,,,,,,,,,,,5.16579,2.50319,-1.07443,50,5.85212,3.81798,-112.39759,-6.98666,6.47823,24.11184,-29.03488,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,49f4bd40-ff61-11ed-b453-ebf3d8e2a684,75.78399,,,6.76735,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:14:43.31,2023-05-30T21:14:43.3111084-06:00,2023-05-31T03:14:43.3111084Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,afe048e5-63bf-4b98-8b7e-8208ebd0ffab,54.87324,-113.43819,12.05592,6.12661,-5.73359,-14.51744,-1.23317,3.5384,3.23911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
251,2023-05-30,21:14:58.56,5,4,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,6,Bottom,2,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.26101,-1.072639,-1.585305,2192.001809,185.102912,12:15,6.12594,1.23952,6.47025,-19.83383,14.35335,1.18839,3.48755,-0.11772,81.87281,-4.841187,-1.369751,0.420827,80.82541,32.504608,128.472626,4887.552281,,,,,57.74999,,,-1.05413,8.13256,-1.12834,50,6.04136,3.54588,-129.7772,-2.98591,-1.80173,26.59815,-18.27384,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,530b3f30-ff61-11ed-b453-ebf3d8e2a684,89.56764,34.40311,,7.3882,,,,0.05899,3.15949,0.26789,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:14:58.56,2023-05-30T21:14:58.5681964-06:00,2023-05-31T03:14:58.5681964Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,6a93786d-6c60-4bbd-8508-cefa7272fec2,54.02757,-130.60005,13.29908,6.12499,-2.42058,-9.13692,-1.23889,3.60162,-0.90086,,0.05899,-62.19767,1.42765,0.78227,-0.37072,0.12077,-0.0344,0.00872,-0.00141,3.15949,63.70154,-24.4305,2.74095,-0.54866,0.10588,-0.02041,0.00362,-0.00032,0.26789,78.26992,-20.53154,4.93191,-1.16932,0.26661,-0.06318,0.0133,-0.00177,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
252,2023-05-30,21:15:15.74,5,5,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,6,Bottom,2,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,87.07154,-0.732952,-1.292259,1936.267385,191.674402,12:30,6.18315,1.1998,6.50745,-21.04226,15.08855,2.87205,3.75678,0.253,79.27299,-4.751435,-0.770827,0.432624,87.05879,-0.20161,-27.094337,2003.837784,,,,52.79781,52.79781,-26.471086,0.414271,-1.89638,8.49036,-1.11081,50,6.12271,2.74754,-126.54842,-2.18515,-3.05622,27.31486,-18.49087,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,5d402970-ff61-11ed-b453-ebf3d8e2a684,87.12525,3.81177,,7.79855,,,,2.38236,3.81177,-0.23465,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:15:15.74,2023-05-30T21:15:15.7445676-06:00,2023-05-31T03:15:15.7445676Z,GroundBall,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,ba8b9645-b3d0-459b-ae4e-0b13eec9671c,53.99007,-127.40674,13.65743,6.18224,-1.6041,-9.24544,-1.19865,2.84358,-1.52811,19.560482,2.38621,113.54848,-12.62823,,,,,,,3.81878,-0.67485,-20.66172,,,,,,,-0.23532,-58.13333,4.57109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
253,2023-05-30,21:15:47.44,6,1,"Draves, Nathan",1000164402,Right,ROC_VIB,"Chung, Patrick",8892613,Right,MIS_PAD,Undefined,6,Bottom,2,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,77.82327,0.259539,-0.755149,2038.654659,102.144855,9:30,6.14989,1.17013,5.59916,-43.77739,2.87858,-6.55142,2.7441,-0.08085,71.46392,-7.766725,-1.925891,0.491615,56.68269,65.277162,-98.870396,1406.006,,,,,8.79511,,,3.12299,1.79457,-1.10104,50,6.14359,1.73632,-113.0312,-0.89671,4.03184,21.00209,-29.85722,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,7035ad70-ff61-11ed-b453-ebf3d8e2a684,76.67069,20.96494,,6.35935,,,,1.77775,2.78418,0.06681,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:15:47.44,2023-05-30T21:15:47.4491948-06:00,2023-05-31T03:15:47.4491948Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,74fe136d-ff1d-4003-85e7-1e56f0f9e6cb,54.89943,-113.93792,10.50105,6.15448,0.39231,-14.92861,-1.17224,1.56225,2.01592,23.668119,1.77971,-5.46099,-4.85268,,,,,,,2.78659,75.39259,-23.94614,,,,,,,0.06657,-34.34122,2.49351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
254,2023-05-30,21:16:06.81,6,2,"Draves, Nathan",1000164402,Right,ROC_VIB,"Chung, Patrick",8892613,Right,MIS_PAD,Undefined,6,Bottom,2,0,1,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,78.66448,-2.662359,-2.510187,2351.45093,143.407733,10:45,6.20106,1.18677,5.62891,-37.26325,9.1867,-5.56685,0.60749,-1.62077,71.53245,-9.509609,-3.504719,0.490528,,,,,,,,,,,,2.03961,5.97898,-0.96919,50,5.95031,5.19905,-113.86599,-6.45814,2.6306,24.34444,-24.46262,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,7bb9acf0-ff61-11ed-b453-ebf3d8e2a684,76.8405,,,7.13203,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:16:06.81,2023-05-30T21:16:06.8117548-06:00,2023-05-31T03:16:06.8117548Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,68abd0b3-987d-4e47-af74-7b79e1511d8c,54.86868,-114.9022,12.17222,6.20304,-5.41691,-12.23131,-1.1881,5.08708,1.3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
255,2023-05-30,21:16:23.89,6,3,"Draves, Nathan",1000164402,Right,ROC_VIB,"Chung, Patrick",8892613,Right,MIS_PAD,Undefined,6,Bottom,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.98089,-2.009273,-2.615489,2189.745616,203.791809,12:45,6.18308,1.08778,6.4482,-19.86084,16.43469,6.72241,2.6793,-0.75668,79.42102,-5.795578,-1.397581,0.433609,66.53075,47.615017,-160.283793,5137.484237,,,,,66.2856,,,-4.2917,9.54623,-0.90537,50,6.03155,5.51663,-126.27119,-4.96502,-6.90454,26.56299,-16.81597,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,85dff130-ff61-11ed-b453-ebf3d8e2a684,86.92732,50.35579,,7.55988,,,,2.79862,2.82716,0.72938,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:16:23.89,2023-05-30T21:16:23.8938668-06:00,2023-05-31T03:16:23.8938668Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,8cb180c5-df1b-4271-9fe1-efeb8a61429b,54.04976,-127.12026,13.2815,6.18167,-4.42751,-8.40798,-1.08523,5.73733,-3.45227,13.644005,2.79862,-61.92108,1.39647,1.30168,-0.96138,1.1375,-0.93382,0.40633,-0.07105,2.82715,72.07601,-30.03375,4.22418,-1.65041,1.48653,-1.10606,0.43501,-0.06687,0.72938,-22.19089,3.48015,0.05131,-0.20717,0.28314,-0.24629,0.11581,-0.02204,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
256,2023-05-30,21:16:46.52,6,4,"Draves, Nathan",1000164402,Right,ROC_VIB,"Chung, Patrick",8892613,Right,MIS_PAD,Undefined,6,Bottom,2,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.73143,-2.33886,-2.738285,1328.665776,246.716794,2:15,6.06405,1.14976,6.30676,-35.96144,6.14418,11.30792,0.90899,-0.43241,74.66312,-8.99346,-0.690871,0.467026,,,,,,,,,,,,-6.69559,4.17603,-0.95446,50,5.87489,5.21811,-117.24499,-5.83931,-9.34895,21.52261,-26.34311,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,93620aa0-ff61-11ed-b453-ebf3d8e2a684,80.70733,,,6.06831,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:16:46.52,2023-05-30T21:16:46.5248300-06:00,2023-05-31T03:16:46.5248300Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,78bf74e1-a1f3-4116-a8d6-5486e9046192,54.19353,-118.01228,10.76131,6.06633,-4.90017,-13.17156,-1.14643,5.5514,-4.67448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
257,2023-05-30,21:19:11.16,1,1,"Dill, Austin",1000249505,Right,MIS_PAD,"Michaels, Nick",1000137915,Right,ROC_VIB,Undefined,7,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.71511,-0.276077,-1.262618,1950.813799,250.338165,2:15,6.09227,1.05339,4.9427,-42.26298,7.25024,15.60902,2.30939,1.16073,70.03168,-7.96603,1.493443,0.506445,,,,,,,,,,,,-8.11095,4.14614,-0.94445,50,6.03083,1.81889,-111.21222,-1.98497,-10.08615,21.26826,-27.01822,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,e9a10d30-ff61-11ed-b453-ebf3d8e2a684,74.42558,,,6.68343,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:19:11.16,2023-05-30T21:19:11.1641132-06:00,2023-05-31T03:19:11.1641132Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,00674268-3cf3-42e4-a341-54543745f3aa,55.55459,-112.26946,10.63413,6.09612,-0.6419,-13.50911,-1.04733,2.32027,-5.04307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
258,2023-05-30,21:19:23.45,1,2,"Dill, Austin",1000249505,Right,MIS_PAD,"Michaels, Nick",1000137915,Right,ROC_VIB,Undefined,7,Top,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.68271,-2.482912,-1.48672,2218.981621,201.437892,12:45,6.15506,0.98479,4.89542,-19.00399,19.73056,7.24402,2.22066,0.18192,79.12941,-6.021816,-0.210511,0.447941,64.27446,-54.622134,-69.391815,,,,,2.79453,1.68158,-36.947002,0.029141,-4.00697,10.82721,-0.84565,50,5.89661,2.92778,-125.56945,-6.09579,-6.38913,25.74544,-14.91003,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,f0e62a80-ff61-11ed-b453-ebf3d8e2a684,84.14604,2.24868,,7.5533,,,,1.67135,2.24868,-0.18516,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:19:23.45,2023-05-30T21:19:23.4530348-06:00,2023-05-31T03:19:23.4530348Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,789fdab8-8719-41a7-a40f-44e0f9f81af7,55.60139,-126.71269,12.87272,6.1526,-5.4337,-7.45501,-0.98196,3.2115,-3.19457,,1.671,19.28619,,,,,,,,2.2501,-77.16597,,,,,,,,-0.18421,-51.28783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
259,2023-05-30,21:19:39.64,1,3,"Dill, Austin",1000249505,Right,MIS_PAD,"Michaels, Nick",1000137915,Right,ROC_VIB,Undefined,7,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.92054,-0.803076,-1.581549,1947.593459,238.923756,2:00,6.22243,1.03462,4.79542,-39.8586,8.81182,12.32253,2.13954,0.56244,71.44235,-7.993021,0.588075,0.502116,,,,,,,,,,,,-6.48327,4.94524,-0.88833,50,6.10773,2.58514,-111.68678,-2.96495,-8.28625,17.87974,-25.85355,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,fa978ce0-ff61-11ed-b453-ebf3d8e2a684,75.06719,,,5.47818,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:19:39.64,2023-05-30T21:19:39.6456492-06:00,2023-05-31T03:19:39.6456492Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,c933f720-ead9-463b-b12c-221e4ade940a,55.7038,-112.59619,8.93987,6.2251,-1.64997,-12.92678,-1.03053,3.0066,-4.14313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
260,2023-05-30,21:19:53.19,1,4,"Dill, Austin",1000249505,Right,MIS_PAD,"Michaels, Nick",1000137915,Right,ROC_VIB,Undefined,7,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.76195,0.601216,-2.926096,2169.373845,233.622605,1:45,6.15698,0.93172,4.5878,-34.05451,14.34532,17.44702,3.89176,-0.40016,71.32424,-5.597073,0.126434,0.500718,,,,,,,,,,,,-9.24414,7.28894,-0.64637,50,6.18816,5.00817,-112.66606,-0.01856,-11.94888,19.39198,-22.75246,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,02ac2f30-ff62-11ed-b453-ebf3d8e2a684,75.27677,,,6.43771,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:19:53.19,2023-05-30T21:19:53.1982380-06:00,2023-05-31T03:19:53.1982380Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,afca8c05-a15a-46b7-8a9c-2af073acf47c,55.90909,-113.67858,9.69599,6.15811,1.16942,-11.37623,-0.92415,5.63206,-5.97444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
261,2023-05-30,21:20:08.57,1,5,"Dill, Austin",1000249505,Right,MIS_PAD,"Michaels, Nick",1000137915,Right,ROC_VIB,Undefined,7,Top,0,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,78.40958,-0.420293,-1.029132,2538.386957,46.866316,7:30,5.97866,1.01026,4.669,-48.2466,-0.1774,-1.96532,1.55885,-0.13109,71.48733,-9.104327,-1.374731,0.499005,73.22331,-48.399535,-40.464119,,,,,2.97259,1.779,-15.693696,0.019995,0.64654,0.49567,-0.90352,50,5.89218,2.12379,-113.58247,-2.62447,0.83519,22.96792,-31.53375,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,0bd94660-ff62-11ed-b453-ebf3d8e2a684,75.53522,1.60927,,6.92225,,,,1.77473,1.60927,0.12318,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:20:08.57,2023-05-30T21:20:08.5794348-06:00,2023-05-31T03:20:08.5794348Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,feca5aee-0ff9-47cb-90b2-e40667d62ed9,55.82826,-114.75497,11.48396,5.98507,-1.01469,-15.76688,-1.01085,2.08115,0.4176,,1.77435,54.36531,,,,,,,,1.60984,-80.48254,,,,,,,,0.12351,-46.37351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
262,2023-05-30,21:20:39.87,2,1,"Dill, Austin",1000249505,Right,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,7,Top,1,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,78.06218,-3.241042,-2.14653,1962.774391,239.388691,2:00,6.11579,1.14959,4.90602,-36.50195,10.72863,15.81379,0.00358,0.43655,72.73102,-9.803678,0.645569,0.494633,,,,,,,,,,,,-8.46713,6.4891,-0.95395,50,5.76786,3.61754,-113.17955,-7.67842,-11.10481,18.50667,-23.66347,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,1e7f23c0-ff62-11ed-b453-ebf3d8e2a684,76.20284,,,5.33116,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:20:39.87,2023-05-30T21:20:39.8706732-06:00,2023-05-31T03:20:39.8706732Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,193bcdc5-7f93-4cad-82c3-de3b16a4cf7e,55.59479,-114.09072,9.25333,6.11722,-6.51336,-11.83174,-1.14552,4.16428,-5.55241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
263,2023-05-30,21:21:03.13,2,2,"Dill, Austin",1000249505,Right,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,7,Top,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,75.449,-0.123351,-2.394018,1993.391204,243.975012,2:15,6.17895,1.18554,4.72224,-42.29046,8.99284,15.07938,2.5376,0.1692,69.30376,-7.778414,0.25512,0.515418,,,,,,,,,,,,-8.04323,4.93477,-0.95795,50,6.1292,3.95528,-109.35619,-1.70275,-9.7549,19.00725,-26.18912,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,2c594840-ff62-11ed-b453-ebf3d8e2a684,73.12989,,,6.14524,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:21:03.13,2023-05-30T21:21:03.1399980-06:00,2023-05-31T03:21:03.1399980Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,0ae1447f-6d7e-462e-a6c2-ae65ec29e86d,55.77506,-110.35539,9.50363,6.18253,-0.32601,-13.09456,-1.17935,4.46809,-4.87745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
264,2023-05-30,21:21:17.03,2,3,"Dill, Austin",1000249505,Right,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,7,Top,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.18099,-1.03496,-2.194188,2115.7873,256.700557,2:30,6.15945,1.072,4.61505,-45.37668,5.24508,15.25021,1.39325,0.25572,70.05081,-9.190805,0.483467,0.512083,,,,,,,,,,,,-8.09209,3.32732,-0.86128,50,6.01131,3.59886,-110.38841,-3.62422,-9.97232,19.88255,-28.07361,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,34a3eeb0-ff62-11ed-b453-ebf3d8e2a684,73.60616,,,6.13018,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,03:21:17.03,2023-05-30T21:21:17.0323500-06:00,2023-05-31T03:21:17.0323500Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,4df4f383-3d69-472d-8943-18db4db5659e,55.88318,-111.44302,9.94128,6.16406,-2.13514,-14.0368,-1.06619,4.12781,-4.98616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
